DBN,Year,percent_level3_4
17K354,2017,32.1
17K354,2018,45.7
17K354,2019,56
17K375,2013,16.4
17K375,2014,21.2
17K375,2015,24
17K375,2016,29.9
17K375,2017,20.4
17K375,2018,26.7
17K375,2019,24.3
17K382,2013,10.5
17K382,2014,7.2
17K382,2015,17.3
17K382,2016,16
17K382,2017,9.4
17K382,2018,3.3
17K382,2019,11.7
17K394,2013,12.9
17K394,2014,8.8
17K394,2015,12.8
17K394,2016,15.5
17K394,2017,12.5
17K394,2018,19.8
17K394,2019,20.2
17K397,2013,13.8
17K397,2014,17.4
17K397,2015,14.3
17K397,2016,21.4
17K397,2017,32.3
17K397,2018,48.9
17K397,2019,55.3
17K398,2013,9.3
17K398,2014,23.4
17K398,2015,14.7
17K398,2016,12.1
17K398,2017,20.7
17K398,2018,27.2
17K398,2019,34.5
17K399,2013,32.4
17K399,2014,29.7
17K399,2015,21.7
17K399,2016,22.6
17K399,2017,20.6
17K399,2018,20.4
17K399,2019,23.2
17K484,2013,3.7
17K484,2014,9.3
17K484,2015,8.3
17K484,2016,13.2
17K484,2017,9.1
17K484,2018,23.6
17K484,2019,46.7
17K531,2013,4.2
17K531,2014,4.7
17K531,2015,8.6
17K531,2016,11.8
17K531,2017,11.1
17K531,2018,21.4
17K531,2019,33.3
17K532,2015,20.8
17K532,2016,13.8
17K532,2017,17.8
17K532,2018,25
17K532,2019,35.1
17K543,2013,36.2
17K543,2014,36.6
17K543,2015,40.3
17K543,2016,40.3
17K543,2017,48.6
17K543,2018,61
17K543,2019,68.7
17K590,2013,64.6
17K590,2014,67.3
17K590,2015,94.2
17K590,2016,79.8
17K590,2017,78
17K590,2018,68.5
17K590,2019,80.9
17K705,2013,3.6
17K705,2014,20.4
17K705,2015,22.5
17K705,2016,26.8
17K705,2017,19.6
17K705,2018,13
17K705,2019,37.6
17K722,2013,6.6
17K722,2014,0.9
17K722,2015,5.8
17K722,2016,11
17K722,2017,10
17K722,2018,15.3
17K722,2019,16.9
17K770,2013,9.1
17K770,2014,18.2
17K770,2015,10.6
17K770,2016,22.2
17K770,2017,24.3
17K770,2018,39
17K770,2019,48.6
18K066,2013,24.1
18K066,2014,36.7
18K066,2015,33.5
18K066,2016,27.2
18K066,2017,33.8
18K066,2018,45.1
18K066,2019,35.2
18K068,2013,4.7
18K068,2014,3.5
18K068,2015,6.4
18K068,2016,8.6
18K068,2017,11.3
18K068,2018,17
18K068,2019,20.3
18K114,2013,9.2
18K114,2014,17.2
18K114,2015,24
18K114,2016,18.3
18K114,2017,25.1
18K114,2018,31.8
18K114,2019,40.2
18K115,2013,31.7
18K115,2014,31.2
18K115,2015,31.9
18K115,2016,27.9
18K115,2017,37.4
18K115,2018,38.8
18K115,2019,43.2
18K135,2013,22.5
18K135,2014,25.8
18K135,2015,22
18K135,2016,26.2
18K135,2017,29
18K135,2018,26.2
18K135,2019,41.7
18K208,2013,20.7
18K208,2014,29.7
18K208,2015,27
18K208,2016,35.4
18K208,2017,23.7
18K208,2018,26.9
18K208,2019,40.5
18K211,2013,18.8
18K211,2014,13.1
18K211,2015,18.5
18K211,2016,20.9
18K211,2017,16.4
18K211,2018,18.6
18K211,2019,18.5
18K219,2013,13.7
18K219,2014,16.8
18K219,2015,19.8
18K219,2016,21.8
18K219,2017,24.5
18K219,2018,25.5
18K219,2019,36.1
18K233,2013,16.4
18K233,2014,21.8
18K233,2015,23.9
18K233,2016,23.7
18K233,2017,22
18K233,2018,27.8
18K233,2019,43
18K235,2013,51.6
18K235,2014,55.4
18K235,2015,55.5
18K235,2016,55.3
18K235,2017,60.1
18K235,2018,65.1
18K235,2019,66.4
18K244,2013,23.5
18K244,2014,32.7
18K244,2015,32.6
18K244,2016,33.3
18K244,2017,34.1
18K244,2018,44.6
18K244,2019,48.2
18K268,2013,15.8
18K268,2014,18
18K268,2015,16.7
18K268,2016,17.2
18K268,2017,15.6
18K268,2018,30.2
18K268,2019,30.2
18K272,2013,10.1
18K272,2014,10.4
18K272,2015,14
18K272,2016,8
18K272,2017,14.1
18K272,2018,17
18K272,2019,18.4
18K276,2013,18.1
18K276,2014,22.2
18K276,2015,23.2
18K276,2016,21.4
18K276,2017,24.8
18K276,2018,26.8
18K276,2019,29.1
18K279,2013,17
18K279,2014,25.3
18K279,2015,25.6
18K279,2016,32.9
18K279,2017,23.9
18K279,2018,35.1
18K279,2019,38
18K285,2013,18.2
18K285,2014,14.5
18K285,2015,16.2
18K285,2016,15.1
18K285,2017,14.3
18K285,2018,20.3
18K285,2019,28.4
18K366,2013,19.2
18K366,2014,18.1
18K366,2015,19.4
18K366,2016,13.1
18K366,2017,15.9
18K366,2018,18.3
18K366,2019,22.6
18K581,2013,5.5
18K581,2014,6.8
18K581,2015,11.3
18K581,2016,11.2
18K581,2017,8.5
18K581,2018,13.4
18K581,2019,15.7
18K588,2013,3.8
18K588,2014,9.2
18K588,2015,7.8
18K588,2016,8.7
18K588,2017,8.1
18K588,2018,13.9
18K588,2019,21.1
18K763,2015,8
18K763,2016,22.1
18K763,2017,21.7
18K763,2018,24.5
18K763,2019,33.4
19K007,2013,21.5
19K007,2014,20.6
19K007,2015,22.3
19K007,2016,21.1
19K007,2017,27.2
19K007,2018,33.3
19K007,2019,38.3
19K013,2013,13.4
19K013,2014,18.8
19K013,2015,16.6
19K013,2016,22.2
19K013,2017,18.8
19K013,2018,33.3
19K013,2019,38.2
19K065,2013,31.8
19K065,2014,38.9
19K065,2015,42.6
19K065,2016,49.5
19K065,2017,49.3
19K065,2018,60.5
19K065,2019,60.1
19K089,2013,8.2
19K089,2014,13.3
19K089,2015,13.6
19K089,2016,12.7
19K089,2017,13.1
19K089,2018,12.9
19K089,2019,17.3
19K108,2013,30.5
19K108,2014,46.3
19K108,2015,44.3
19K108,2016,42.7
19K108,2017,44.5
19K108,2018,53.4
19K108,2019,60.5
19K149,2013,16.5
19K149,2014,20.4
19K149,2015,17.7
19K149,2016,19.4
19K149,2017,24.1
19K149,2018,29.1
19K149,2019,40.5
19K158,2013,9.9
19K158,2014,14
19K158,2015,16.7
19K158,2016,16
19K158,2017,22
19K158,2018,29.9
19K158,2019,25.5
19K159,2013,20.8
19K159,2014,30.2
19K159,2015,28.7
19K159,2016,28
19K159,2017,28.5
19K159,2018,37.5
19K159,2019,44.5
19K171,2013,10.4
19K171,2014,10.1
19K171,2015,12.7
19K171,2016,9.9
19K171,2017,10.6
19K171,2018,15.2
19K171,2019,18.4
19K190,2013,16.2
19K190,2014,12.5
19K190,2015,20.3
19K190,2016,23.2
19K190,2017,29.6
19K190,2018,30.7
19K190,2019,28
19K202,2013,14.2
19K202,2014,11.7
19K202,2015,15.8
19K202,2016,9.9
19K202,2017,14.7
19K202,2018,17
19K202,2019,26.3
19K213,2013,10.8
19K213,2014,7.1
19K213,2015,12.6
19K213,2016,6.2
19K213,2017,13.4
19K213,2018,16.2
19K213,2019,16.7
19K214,2013,31.4
19K214,2014,34.3
19K214,2015,31.3
19K214,2016,25
19K214,2017,31.6
19K214,2018,35.2
19K214,2019,43.1
19K218,2013,14.9
19K218,2014,10.2
19K218,2015,7.7
19K218,2016,10.9
19K218,2017,13.4
19K218,2018,13.3
19K218,2019,6.4
19K224,2013,12.3
19K224,2014,19.3
19K224,2015,18.3
19K224,2016,12.1
19K224,2017,13.2
19K224,2018,13.8
19K224,2019,13.4
19K273,2013,13.7
19K273,2014,17.2
19K273,2015,15.8
19K273,2016,11.3
19K273,2017,17
19K273,2018,14.9
19K273,2019,15.1
19K290,2013,29.4
19K290,2014,38.8
19K290,2015,35.9
19K290,2016,36.3
19K290,2017,38.5
19K290,2018,35
19K290,2019,45.8
19K292,2013,23.7
19K292,2014,18.4
19K292,2015,18.4
19K292,2016,26.3
19K292,2017,22.8
19K292,2018,29.9
19K292,2019,31.5
19K306,2013,5.4
19K306,2014,7.8
19K306,2015,6.7
19K306,2016,8.2
19K306,2017,12
19K306,2018,23.8
19K306,2019,23.4
19K325,2013,4
19K325,2014,13.1
19K325,2015,13.6
19K325,2016,14.3
19K325,2017,28.1
19K325,2018,42.1
19K325,2019,28.6
19K328,2013,5.1
19K328,2014,4.3
19K328,2015,14.8
19K328,2016,14
19K328,2017,22.8
19K328,2018,23.4
19K328,2019,24
19K345,2013,15.4
19K345,2014,16.9
19K345,2015,18.6
19K345,2016,20.9
19K345,2017,29.1
19K345,2018,30.5
19K345,2019,27.2
19K346,2013,27.6
19K346,2014,33
19K346,2015,29.2
19K346,2016,10.6
19K346,2017,21
19K346,2018,33.1
19K346,2019,35.1
19K364,2013,17
19K364,2014,15.1
19K364,2015,15.1
19K364,2016,14
19K364,2017,7.7
19K364,2018,11.7
19K364,2019,12
19K404,2014,5.7
19K404,2015,4.4
19K404,2016,5.5
19K404,2017,8.5
19K404,2018,15.1
19K404,2019,17.9
19K409,2013,41.8
19K409,2014,35.4
19K409,2015,39.2
19K409,2016,31.7
19K409,2017,29.2
19K409,2018,34.3
19K409,2019,42
19K422,2013,2.2
19K422,2014,8.9
19K422,2015,6.7
19K422,2016,13.9
19K422,2017,9.6
19K422,2018,12.3
19K422,2019,23.6
19K452,2013,31.4
19K452,2014,34.1
19K452,2015,32
19K452,2016,33
19K452,2017,23.9
19K452,2018,19.8
19K452,2019,27.6
19K557,2015,12.5
19K557,2016,6.3
19K557,2017,6.5
19K557,2018,12.3
19K557,2019,19.4
19K654,2014,6.3
19K654,2015,2.3
19K654,2016,3.4
19K654,2017,4.7
19K654,2018,9.6
19K654,2019,8.7
19K661,2014,24.3
19K661,2015,23.6
19K661,2016,23.3
19K661,2017,27.9
19K661,2018,33.7
19K661,2019,35.8
19K662,2014,17.6
19K662,2015,15.8
19K662,2016,8.8
19K662,2017,8.7
19K662,2018,26.4
19K662,2019,34.1
19K663,2014,16.2
19K663,2015,7.4
19K663,2016,5
19K663,2017,5.6
19K663,2018,3.9
19K663,2019,4.7
19K677,2013,13.3
19K677,2014,17.8
19K677,2015,21.5
19K677,2016,22.5
19K677,2017,25.2
19K677,2018,18.6
19K677,2019,28.6
19K678,2013,3.3
19K678,2014,4.7
19K678,2015,3.2
19K678,2016,4.9
19K678,2017,6.5
19K678,2018,10.6
19K678,2019,12.7
19K760,2015,4.7
19K760,2016,10.5
19K760,2017,12.2
19K760,2018,14.6
19K760,2019,18.5
19K907,2019,23.7
20K030,2013,43.1
20K030,2014,50.6
20K030,2015,41
20K030,2016,40.6
20K030,2017,49.2
20K030,2018,54
20K030,2019,55.5
20K048,2013,52.1
20K048,2014,59.3
20K048,2015,52.6
20K048,2016,46.9
20K048,2017,51.2
20K048,2018,53.9
20K048,2019,60.6
20K062,2013,18
20K062,2014,23.2
20K062,2015,26.6
20K062,2016,31.4
20K062,2017,30.9
20K062,2018,39.1
20K062,2019,39.2
20K069,2013,56.8
20K069,2014,65.2
20K069,2015,69.4
20K069,2016,71.6
20K069,2017,70.1
20K069,2018,74.6
20K069,2019,75.9
20K102,2013,53.8
20K102,2014,59.4
20K102,2015,59.9
20K102,2016,60
20K102,2017,60.4
20K102,2018,65.1
20K102,2019,66.2
20K104,2013,49.2
20K104,2014,52.7
20K104,2015,55.9
20K104,2016,53.3
20K104,2017,53.3
20K104,2018,59.6
20K104,2019,61.8
20K105,2013,60.1
20K105,2014,70.2
20K105,2015,71.8
20K105,2016,77.9
20K105,2017,79.3
20K105,2018,82
20K105,2019,82.2
20K112,2013,62.3
20K112,2014,54
20K112,2015,53.1
20K112,2016,50
20K112,2017,53.7
20K112,2018,66
20K112,2019,59.4
20K127,2013,43.9
20K127,2014,56.6
20K127,2015,51.2
20K127,2016,52.3
20K127,2017,57.6
20K127,2018,61.3
20K127,2019,74
20K160,2013,48.6
20K160,2014,60.8
20K160,2015,64
20K160,2016,61.7
20K160,2017,65.5
20K160,2018,70.5
20K160,2019,78.1
20K163,2013,50.1
20K163,2014,54.9
20K163,2015,55.3
20K163,2016,55.4
20K163,2017,55
20K163,2018,55.1
20K163,2019,57.4
20K164,2013,39.8
20K164,2014,48.6
20K164,2015,41
20K164,2016,42.3
20K164,2017,55.7
20K164,2018,58
20K164,2019,65
20K170,2013,56
20K170,2014,55.6
20K170,2015,56.2
20K170,2016,51.2
20K170,2017,54.5
20K170,2018,66.1
20K170,2019,79.5
20K176,2013,70
20K176,2014,70.4
20K176,2015,69.6
20K176,2016,68.8
20K176,2017,71.9
20K176,2018,75.2
20K176,2019,72.4
20K179,2013,21
20K179,2014,25
20K179,2015,27.4
20K179,2016,25.1
20K179,2017,33
20K179,2018,39.1
20K179,2019,44.9
20K180,2013,43.6
20K180,2014,53.5
20K180,2015,52.2
20K180,2016,52.1
20K180,2017,57.1
20K180,2018,60.5
20K180,2019,60.6
20K185,2013,50
20K185,2014,61.6
20K185,2015,57.1
20K185,2016,57.8
20K185,2017,65.5
20K185,2018,67.3
20K185,2019,70.2
20K186,2013,48.3
20K186,2014,60.3
20K186,2015,56.2
20K186,2016,50.8
20K186,2017,54.4
20K186,2018,55.9
20K186,2019,54.7
20K187,2013,99.2
20K187,2014,98.2
20K187,2015,97.5
20K187,2016,96.8
20K187,2017,96.1
20K187,2018,95.7
20K187,2019,96.3
20K192,2013,24.5
20K192,2014,35.6
20K192,2015,33.8
20K192,2016,38.2
20K192,2017,36.2
20K192,2018,46.6
20K192,2019,55.2
20K200,2013,55.6
20K200,2014,56.1
20K200,2015,56.8
20K200,2016,57.1
20K200,2017,55.4
20K200,2018,57.9
20K200,2019,61.2
20K201,2013,57.7
20K201,2014,59.8
20K201,2015,61.4
20K201,2016,62.6
20K201,2017,66.2
20K201,2018,71.8
20K201,2019,76.6
20K204,2013,60.7
20K204,2014,66
20K204,2015,63.2
20K204,2016,62.6
20K204,2017,71.2
20K204,2018,78
20K204,2019,74.5
20K205,2013,45.2
20K205,2014,52.5
20K205,2015,57.3
20K205,2016,61.4
20K205,2017,62.3
20K205,2018,66.1
20K205,2019,70.3
20K220,2013,31.6
20K220,2014,40.8
20K220,2015,43.7
20K220,2016,48.6
20K220,2017,48.2
20K220,2018,55.6
20K220,2019,59.3
20K223,2013,28.9
20K223,2014,37.4
20K223,2015,46.7
20K223,2016,49.1
20K223,2017,47.3
20K223,2018,59.5
20K223,2019,61.6
20K227,2013,37.2
20K227,2014,38
20K227,2015,40.7
20K227,2016,41.8
20K227,2017,42.6
20K227,2018,43.4
20K227,2019,46
20K229,2013,63.6
20K229,2014,72.9
20K229,2015,70.2
20K229,2016,71.4
20K229,2017,70.3
20K229,2018,73.9
20K229,2019,71.1
20K247,2013,71.8
20K247,2014,76.7
20K247,2015,74.5
20K247,2016,65.4
20K247,2017,76.6
20K247,2018,76.6
20K247,2019,80.7
20K259,2013,54
20K259,2014,59.9
20K259,2015,63.6
20K259,2016,64
20K259,2017,63
20K259,2018,69.7
20K259,2019,73.1
20K264,2014,50.9
20K264,2015,53
20K264,2016,54.1
20K264,2017,50.2
20K264,2018,54.4
20K264,2019,59
20K310,2013,52.4
20K310,2014,65.9
20K310,2015,75.6
20K310,2016,75.4
20K310,2017,72.5
20K310,2018,79.1
20K310,2019,87.1
20K503,2013,18.3
20K503,2014,27.8
20K503,2015,27.9
20K503,2016,27.5
20K503,2017,27.4
20K503,2018,43.2
20K503,2019,44.6
20K506,2013,29.3
20K506,2014,43.4
20K506,2015,38.3
20K506,2016,38.9
20K506,2017,41.2
20K506,2018,41.1
20K506,2019,43.1
20K609,2013,22.1
20K609,2014,32.9
20K609,2015,29.4
20K609,2016,39.2
20K609,2017,34.4
20K609,2018,39.3
20K609,2019,55.9
20K682,2013,67.9
20K682,2014,75.6
20K682,2015,76.7
20K682,2016,77.7
20K682,2017,69.5
20K682,2018,67.3
20K682,2019,78.4
20K686,2013,83.1
20K686,2014,86.4
20K686,2015,86.7
20K686,2016,91.7
20K686,2017,90.2
20K686,2018,95
20K686,2019,92.1
20K748,2013,94.5
20K748,2014,87.2
20K748,2015,86.1
20K748,2016,78.8
20K748,2017,80.1
20K748,2018,78.4
20K748,2019,83.8
20K971,2014,24.5
20K971,2015,48.2
20K971,2016,39.8
20K971,2017,42.7
20K971,2018,46.5
20K971,2019,39.9
21K090,2013,23.7
21K090,2014,30.2
21K090,2015,32.3
21K090,2016,36.7
21K090,2017,29.3
21K090,2018,35.2
21K090,2019,37.3
21K095,2013,40.4
21K095,2014,49.2
21K095,2015,47.6
21K095,2016,52.7
21K095,2017,57.6
21K095,2018,60.4
21K095,2019,63.7
21K096,2013,23.9
21K096,2014,32.7
21K096,2015,33
21K096,2016,31.4
21K096,2017,35.5
21K096,2018,43
21K096,2019,46.6
21K097,2013,54.9
21K097,2014,61.9
21K097,2015,60.8
21K097,2016,57.5
21K097,2017,55.3
21K097,2018,58.8
21K097,2019,65.1
21K098,2013,72
21K098,2014,88.9
21K098,2015,89.9
21K098,2016,89.6
21K098,2017,92.1
21K098,2018,96.6
21K098,2019,92.6
21K099,2013,32.5
21K099,2014,39.5
21K099,2015,42.9
21K099,2016,43.6
21K099,2017,39.2
21K099,2018,44.2
21K099,2019,49.2
21K100,2013,54.7
21K100,2014,66.9
21K100,2015,67.4
21K100,2016,67.6
21K100,2017,70.4
21K100,2018,67.2
21K100,2019,70.2
21K101,2013,62.4
21K101,2014,65
21K101,2015,64.7
21K101,2016,63.2
21K101,2017,67.7
21K101,2018,73.6
21K101,2019,78.2
21K121,2013,32.1
21K121,2014,47.1
21K121,2015,52
21K121,2016,49.2
21K121,2017,46.9
21K121,2018,58.3
21K121,2019,61.3
21K128,2013,27.5
21K128,2014,42.3
21K128,2015,41
21K128,2016,33.5
21K128,2017,37.6
21K128,2018,42
21K128,2019,44.4
21K153,2013,38.4
21K153,2014,51.3
21K153,2015,43.4
21K153,2016,37.8
21K153,2017,52.8
21K153,2018,57.7
21K153,2019,56.2
21K177,2013,41.3
21K177,2014,50.7
21K177,2015,43.3
21K177,2016,39.1
21K177,2017,41.6
21K177,2018,47.5
21K177,2019,53.5
21K188,2013,14.2
21K188,2014,16.1
21K188,2015,25.7
21K188,2016,20.2
21K188,2017,26.9
21K188,2018,23.1
21K188,2019,16.5
21K199,2013,46.9
21K199,2014,62
21K199,2015,58.2
21K199,2016,50
21K199,2017,51
21K199,2018,51
21K199,2019,53.3
21K209,2013,38
21K209,2014,41.8
21K209,2015,41
21K209,2016,50.4
21K209,2017,52
21K209,2018,51.9
21K209,2019,57.1
21K212,2013,24.7
21K212,2014,36.3
21K212,2015,34.5
21K212,2016,38.4
21K212,2017,35.8
21K212,2018,50.2
21K212,2019,49.7
21K215,2013,59.1
21K215,2014,66.4
21K215,2015,62.6
21K215,2016,65.4
21K215,2017,60.3
21K215,2018,67.7
21K215,2019,66.1
21K216,2013,42.3
21K216,2014,51.6
21K216,2015,43.9
21K216,2016,37.1
21K216,2017,46.5
21K216,2018,52
21K216,2019,56.9
21K225,2013,25
21K225,2014,33.8
21K225,2015,32.4
21K225,2016,33.6
21K225,2017,32.2
21K225,2018,39.1
21K225,2019,42.1
21K226,2013,43.9
21K226,2014,48
21K226,2015,41.4
21K226,2016,48.4
21K226,2017,45.9
21K226,2018,53.9
21K226,2019,54.8
21K228,2013,31.8
21K228,2014,41.6
21K228,2015,38.6
21K228,2016,36.3
21K228,2017,45.2
21K228,2018,57.8
21K228,2019,56.6
21K238,2013,20.6
21K238,2014,24.6
21K238,2015,26.1
21K238,2016,19.7
21K238,2017,22.5
21K238,2018,25.6
21K238,2019,28.9
21K239,2013,79.9
21K239,2014,79.7
21K239,2015,82.4
21K239,2016,86.9
21K239,2017,84.9
21K239,2018,89.5
21K239,2019,88.7
21K253,2013,40.3
21K253,2014,53.6
21K253,2015,49.3
21K253,2016,52.9
21K253,2017,62.4
21K253,2018,82.4
21K253,2019,91.8
21K281,2013,36.6
21K281,2014,36.5
21K281,2015,48.5
21K281,2016,49
21K281,2017,43.5
21K281,2018,52.1
21K281,2019,61.2
21K288,2013,12.7
21K288,2014,15.4
21K288,2015,13.3
21K288,2016,13
21K288,2017,12.6
21K288,2018,20.1
21K288,2019,22.5
21K303,2013,33.6
21K303,2014,32.8
21K303,2015,32.5
21K303,2016,25.6
21K303,2017,29.4
21K303,2018,25.4
21K303,2019,28.5
21K329,2013,18.3
21K329,2014,21.3
21K329,2015,22
21K329,2016,17.4
21K329,2017,14.7
21K329,2018,18.4
21K329,2019,23.1
21K468,2013,35.3
21K468,2014,32.9
21K468,2015,21.5
21K468,2016,24.9
21K468,2017,23
21K468,2018,27.6
21K468,2019,29.5
21K690,2013,30.2
21K690,2014,31.4
21K690,2015,28.3
21K690,2016,30.5
21K690,2017,28.6
21K690,2018,32.7
21K690,2019,32.3
22K014,2013,13.1
22K014,2014,18.2
22K014,2015,19.8
22K014,2016,22
22K014,2017,22.5
22K014,2018,27.4
22K014,2019,32.5
22K052,2013,47.1
22K052,2014,51.7
22K052,2015,54.1
22K052,2016,50.3
22K052,2017,50.7
22K052,2018,53.6
22K052,2019,54.2
22K078,2013,13.9
22K078,2014,12.6
22K078,2015,15.5
22K078,2016,9.2
22K078,2017,15.9
22K078,2018,20.1
22K078,2019,31
22K109,2013,9
22K109,2014,9.8
22K109,2015,12.1
22K109,2016,15.1
22K109,2017,23.1
22K109,2018,26.9
22K109,2019,26.3
22K119,2013,19.5
22K119,2014,33.4
22K119,2015,26.5
22K119,2016,24.4
22K119,2017,26.3
22K119,2018,36.4
22K119,2019,37.9
22K134,2013,50.9
22K134,2014,66.7
22K134,2015,62
22K134,2016,65.9
22K134,2017,75.9
22K134,2018,82.6
22K134,2019,85
22K139,2013,30.2
22K139,2014,35.4
22K139,2015,32.8
22K139,2016,32.5
22K139,2017,37.9
22K139,2018,33.6
22K139,2019,37.6
22K152,2013,22.7
22K152,2014,23.1
22K152,2015,19.4
22K152,2016,20.6
22K152,2017,24
22K152,2018,26.9
22K152,2019,36.1
22K193,2013,36.9
22K193,2014,37.3
22K193,2015,41.4
22K193,2016,37.8
22K193,2017,42
22K193,2018,48.4
22K193,2019,52.5
22K194,2013,19.3
22K194,2014,23.2
22K194,2015,24.9
22K194,2016,32
22K194,2017,32.7
22K194,2018,34.9
22K194,2019,38.5
22K195,2013,67
22K195,2014,71.9
22K195,2015,73.9
22K195,2016,83
22K195,2017,78.6
22K195,2018,83.8
22K195,2019,80.2
22K197,2013,44.7
22K197,2014,50.6
22K197,2015,46.8
22K197,2016,50.2
22K197,2017,53.3
22K197,2018,61.1
22K197,2019,63.2
22K198,2013,23.8
22K198,2014,22.1
22K198,2015,24.4
22K198,2016,25.6
22K198,2017,36.9
22K198,2018,28.6
22K198,2019,32.3
22K203,2013,21.2
22K203,2014,30.2
22K203,2015,30.6
22K203,2016,27.1
22K203,2017,32.3
22K203,2018,41.7
22K203,2019,42.5
22K206,2013,57.6
22K206,2014,65.5
22K206,2015,60.9
22K206,2016,57.2
22K206,2017,57.6
22K206,2018,58.7
22K206,2019,59.9
22K207,2013,47.7
22K207,2014,49.3
22K207,2015,48.7
22K207,2016,55.3
22K207,2017,53.8
22K207,2018,52.6
22K207,2019,51.6
22K217,2013,39.8
22K217,2014,48.3
22K217,2015,46.4
22K217,2016,47.1
22K217,2017,48.3
22K217,2018,45.2
22K217,2019,51.2
22K222,2013,56.2
22K222,2014,70.4
22K222,2015,69.7
22K222,2016,67.4
22K222,2017,72.6
22K222,2018,75.5
22K222,2019,78.6
22K234,2013,61.9
22K234,2014,65.4
22K234,2015,63.7
22K234,2016,64.5
22K234,2017,57.5
22K234,2018,60.2
22K234,2019,60.1
22K236,2013,49.3
22K236,2014,58.6
22K236,2015,67.6
22K236,2016,72
22K236,2017,76.9
22K236,2018,74.5
22K236,2019,72.2
22K240,2013,20.6
22K240,2014,22.9
22K240,2015,22.5
22K240,2016,30
22K240,2017,20.7
22K240,2018,25.6
22K240,2019,23
22K245,2013,44.4
22K245,2014,47.7
22K245,2015,48
22K245,2016,45.9
22K245,2017,42.3
22K245,2018,35.1
22K245,2019,44.2
22K251,2013,17.2
22K251,2014,17
22K251,2015,19.3
22K251,2016,16.4
22K251,2017,22.2
22K251,2018,25.8
22K251,2019,19.4
22K254,2013,61.7
22K254,2014,65.7
22K254,2015,75.2
22K254,2016,72.6
22K254,2017,73.4
22K254,2018,74.2
22K254,2019,81.4
22K255,2013,57
22K255,2014,64.9
22K255,2015,62.8
22K255,2016,58.3
22K255,2017,61.8
22K255,2018,59.7
22K255,2019,67.9
22K277,2013,47.4
22K277,2014,61
22K277,2015,56.9
22K277,2016,62.8
22K277,2017,60.8
22K277,2018,58.2
22K277,2019,65.7
22K278,2013,20.9
22K278,2014,19
22K278,2015,31.3
22K278,2016,29.1
22K278,2017,35.5
22K278,2018,44.1
22K278,2019,45.8
22K312,2013,49.3
22K312,2014,61.6
22K312,2015,54
22K312,2016,52.7
22K312,2017,57
22K312,2018,61.8
22K312,2019,60.3
22K315,2013,19
22K315,2014,21.1
22K315,2015,23.7
22K315,2016,22.9
22K315,2017,29.2
22K315,2018,35.9
22K315,2019,42
22K361,2019,27.5
22K381,2013,16.1
22K381,2014,22.1
22K381,2015,15.6
22K381,2016,14.7
22K381,2017,24.3
22K381,2018,32.9
22K381,2019,40.7
22K890,2018,11.8
22K890,2019,39.3
23K041,2013,10.6
23K041,2014,13.4
23K041,2015,8
23K041,2016,8.6
23K041,2017,8.8
23K041,2018,16.8
23K041,2019,21.6
23K137,2013,19.2
23K137,2014,18.2
23K137,2015,23.5
23K137,2016,15.5
23K137,2017,19.1
23K137,2018,22.7
23K137,2019,27.5
23K150,2013,10.9
23K150,2014,2.1
23K150,2015,8
23K150,2016,11.3
23K150,2017,8
23K150,2018,10.5
23K150,2019,11.5
23K155,2013,10.8
23K155,2014,13.8
23K155,2015,10.2
23K155,2016,15.4
23K155,2017,19.7
23K155,2018,23.3
23K155,2019,25
23K156,2013,15.6
23K156,2014,22.3
23K156,2015,20.3
23K156,2016,18.4
23K156,2017,19.6
23K156,2018,20.9
23K156,2019,33.2
23K165,2013,5
23K165,2014,9
23K165,2015,8
23K165,2016,8.1
23K165,2017,9.3
23K165,2018,43
23K165,2019,35.7
23K178,2013,8.9
23K178,2014,19.8
23K178,2015,17.8
23K178,2016,28.2
23K178,2017,20.6
23K178,2018,26.1
23K178,2019,28.4
23K184,2013,11
23K184,2014,20.5
23K184,2015,12.4
23K184,2016,15.2
23K184,2017,11.4
23K184,2018,13.6
23K184,2019,12.3
23K284,2013,10.6
23K284,2014,10.2
23K284,2015,10.7
23K284,2016,9.7
23K284,2017,9.2
23K284,2018,17.1
23K284,2019,22.1
23K298,2013,2.7
23K298,2014,2.3
23K298,2015,6.7
23K298,2016,7.4
23K298,2017,14.7
23K298,2018,23.8
23K298,2019,25.7
23K323,2013,3.7
23K323,2014,17
23K323,2015,13.8
23K323,2016,16.2
23K323,2017,12.7
23K323,2018,16.3
23K323,2019,16.9
23K327,2013,9.5
23K327,2014,9.6
23K327,2015,3.5
23K327,2016,5.7
23K327,2017,7.9
23K327,2018,11.4
23K327,2019,10
23K363,2013,16.4
23K363,2014,2.8
23K363,2015,4.7
23K363,2016,1.1
23K363,2017,2.4
23K363,2018,15.8
23K363,2019,15.9
23K392,2013,58.5
23K392,2014,58
23K392,2015,44.8
23K392,2016,55.1
23K392,2017,39.7
23K392,2018,38.2
23K392,2019,53.2
23K401,2013,6.5
23K401,2014,9.9
23K401,2015,13.2
23K401,2016,19.4
23K401,2017,19.6
23K401,2018,32.2
23K401,2019,25.9
23K446,2014,18.2
23K446,2015,29.2
23K446,2016,20
23K446,2017,13
23K446,2018,10.2
23K446,2019,12.9
23K518,2013,12.1
23K518,2014,11.3
23K518,2015,8.4
23K518,2016,13.1
23K518,2017,11.8
23K518,2018,7
23K518,2019,12
23K522,2013,8.8
23K522,2014,7.8
23K522,2015,4
