DBN,Cohort Year,pct_Grads
14K071,2013,73.7
14K071,2012,58.6
14K071,2011,62.2
14K071,2010,66
14K071,2009,54.9
14K322,2013,s
14K322,2012,56.5
14K322,2011,50
14K322,2010,40.9
14K322,2009,44
14K449,2013,99.4
14K449,2012,99.1
14K449,2011,99.4
14K449,2010,100
14K449,2009,100
14K454,2013,69.1
14K454,2012,70.9
14K454,2011,71.7
14K454,2010,64.8
14K454,2009,62
14K474,2013,82.4
14K474,2012,78
14K474,2011,79.8
14K474,2010,72.2
14K474,2009,73.1
14K477,2013,78.7
14K477,2012,68.6
14K477,2011,63
14K477,2010,69.2
14K477,2009,62
14K478,2013,84.7
14K478,2012,88.6
14K478,2011,82.1
14K478,2010,85.1
14K478,2009,84.4
14K488,2013,95.7
14K488,2012,91.7
14K488,2011,87.2
14K488,2010,87.5
14K488,2009,80.2
14K558,2013,95.4
14K558,2012,94.1
14K558,2011,86.3
14K558,2010,90.5
14K558,2009,90.2
14K561,2013,98.2
14K561,2012,94.9
14K561,2011,94.7
14K561,2010,93.4
14K561,2009,93.4
14K586,2013,74
14K586,2012,78.4
14K586,2011,78.8
14K586,2010,60.8
14K586,2009,75
14K610,2013,77.3
14K610,2012,69.1
14K610,2011,62.6
14K610,2010,61.7
14K610,2009,58.1
14K614,2013,100
14K614,2012,100
14K614,2011,100
14K632,2013,84
14K632,2012,71.4
14K632,2011,82.5
14K632,2010,68.8
14K632,2009,67.6
14K685,2013,66.1
14K685,2012,84.1
14K685,2011,75
14K685,2010,64.6
14K685,2009,83.7
15K027,2010,s
15K423,2013,63.3
15K423,2012,32.7
15K423,2011,37.7
15K429,2013,81.3
15K429,2012,81
15K429,2011,78.1
15K429,2010,68.9
15K429,2009,85.7
15K448,2013,95.3
15K448,2012,94.6
15K448,2011,90.8
15K448,2010,90.4
15K448,2009,87.4
15K462,2013,88.8
15K462,2012,90.2
15K462,2011,93.9
15K462,2010,91
15K462,2009,84
15K463,2013,84
15K463,2012,85.4
15K463,2011,81.2
15K463,2010,71.7
15K463,2009,75.8
15K464,2013,77.1
15K464,2012,87
15K464,2011,72.9
15K464,2010,74.6
15K464,2009,65.5
15K497,2013,86.5
15K497,2012,80.7
15K497,2011,78
15K497,2010,75.3
15K497,2009,70.4
15K519,2013,82.7
15K519,2012,85.2
15K519,2011,83.8
15K519,2010,80.2
15K519,2009,80.1
15K529,2013,46.7
15K529,2012,43.2
15K529,2011,36.1
15K529,2010,40.9
15K529,2009,38
15K530,2010,62.5
15K530,2009,56.8
15K592,2013,74.5
15K592,2012,76.5
15K592,2011,s
15K592,2010,s
15K592,2009,s
15K656,2013,94.8
15K656,2012,94.6
15K656,2011,98.4
15K656,2010,91.2
15K656,2009,89
15K667,2013,83.6
15K667,2012,79.7
15K667,2011,77.3
15K667,2010,79.2
15K667,2009,82.4
15K684,2013,100
15K684,2012,100
15K684,2011,97.3
15K684,2010,s
15K698,2013,37.2
15K698,2012,31
15K698,2011,27.7
15K698,2010,27.8
15K698,2009,51.7
16K393,2013,81.3
16K393,2012,77.8
16K393,2011,75
16K393,2010,75
16K393,2009,90.7
16K455,2013,74.8
16K455,2012,66.7
16K455,2011,58
16K455,2010,58.7
16K455,2009,57.5
16K498,2013,86.6
16K498,2012,84.2
16K498,2011,77.9
16K498,2010,82.3
16K498,2009,67.9
16K669,2013,55.6
16K669,2012,39.2
16K669,2011,42.9
16K669,2010,29.9
16K669,2009,33.3
16K688,2013,74.3
16K688,2012,79.5
16K688,2011,76.5
16K688,2010,60.4
16K688,2009,70.8
16K765,2013,s
16K765,2012,s
17K122,2013,93.1
17K122,2012,81.7
17K122,2011,98.9
17K382,2013,71
17K382,2012,72
17K382,2011,77
17K382,2010,79.8
17K382,2009,83.2
17K408,2013,66.7
17K408,2012,67.3
17K408,2011,76.9
17K408,2010,69.4
17K408,2009,55.2
17K489,2013,34.9
17K489,2012,45.2
17K489,2011,31.5
17K489,2010,39
17K489,2009,35.5
17K524,2013,75.3
17K524,2012,79.2
17K524,2011,78.4
17K524,2010,71.1
17K524,2009,76.5
17K528,2013,67.2
17K528,2012,72.2
17K528,2011,68.3
17K528,2010,68.3
17K528,2009,64
17K531,2013,85.7
17K531,2012,82.7
17K531,2011,87.7
17K531,2010,90.5
17K531,2009,76.3
17K533,2013,67.5
17K533,2012,69.1
17K533,2011,76.8
17K533,2010,79.1
17K533,2009,73.9
17K537,2013,86.2
17K537,2012,79.4
17K537,2011,85.3
17K537,2010,78.7
17K537,2009,77.1
17K539,2013,84
17K539,2012,78.6
17K539,2011,79.6
17K539,2010,85.6
17K539,2009,78.9
17K543,2013,98.8
17K543,2012,98.7
17K543,2011,98.6
17K543,2010,98.8
17K543,2009,100
17K544,2011,70.6
17K544,2010,75
17K544,2009,78.8
17K546,2013,97.8
17K546,2012,99
17K546,2011,96.3
17K546,2010,99
17K546,2009,97.7
17K547,2013,85.6
17K547,2012,83.8
17K547,2011,87.1
17K547,2010,84.5
17K547,2009,80.4
17K548,2013,83.5
17K548,2012,92.2
17K548,2011,82.8
17K548,2010,88.6
17K548,2009,79.5
17K568,2013,60.3
17K568,2012,58
17K568,2011,62.5
17K568,2010,52.9
17K568,2009,55.6
17K590,2013,99.2
17K590,2012,99.6
17K590,2011,99.1
17K590,2010,93.8
17K590,2009,97.1
17K600,2013,86
17K600,2012,82.7
17K600,2011,79.5
17K600,2010,86.1
17K600,2009,81.5
17K625,2011,s
17K625,2010,47.8
17K625,2009,53.3
17K646,2013,51.5
17K646,2012,52.7
17K646,2011,48.2
17K646,2010,47.5
17K646,2009,40.3
17K745,2013,97.6
17K745,2012,96.8
17K745,2011,s
17K751,2013,87.5
17K751,2012,84.5
17K751,2011,82.4
17K751,2010,75
17K751,2009,s
18K563,2013,92.6
18K563,2012,90.2
18K563,2011,93.2
18K563,2010,88.8
18K563,2009,93.1
18K566,2013,80.6
18K566,2012,77.6
18K566,2011,82.5
18K566,2010,72.4
18K566,2009,61.6
18K567,2013,89.6
18K567,2012,81.3
18K567,2011,78.9
18K567,2010,75.9
18K567,2009,66.7
18K569,2013,89.7
18K569,2012,85.1
18K569,2011,85.4
18K569,2010,82.5
18K569,2009,71.9
18K576,2013,89.7
18K576,2012,83.8
18K576,2011,93
18K576,2010,81.7
18K576,2009,89
18K578,2013,52.1
18K578,2012,56.6
18K578,2011,55.6
18K578,2010,56.9
18K578,2009,46
18K589,2013,70.8
18K589,2012,80
18K589,2011,71.1
18K589,2010,64.7
18K589,2009,62.7
18K617,2013,80.6
18K617,2012,80.3
18K617,2011,81.8
18K617,2010,85
18K617,2009,80.3
18K629,2013,79.8
18K629,2012,82.7
18K629,2011,80.3
18K629,2010,79.7
18K629,2009,78.9
18K633,2013,94.9
18K633,2012,90.1
18K633,2011,96.1
18K633,2010,94.9
18K633,2009,98.3
18K635,2013,42.9
18K635,2012,31.7
18K635,2011,34.3
18K635,2010,35.9
18K635,2009,30.3
18K637,2013,87.1
18K637,2012,81.5
18K637,2011,84.1
18K637,2010,83.1
18K637,2009,84.2
18K642,2013,78.2
18K642,2012,78.9
18K642,2011,74
18K642,2010,73.4
18K642,2009,77.9
18K673,2013,76.3
18K673,2012,69.9
18K673,2011,69.1
18K673,2010,62.3
18K673,2009,50.5
19K404,2013,94.8
19K404,2012,95.8
19K404,2011,83.5
19K404,2010,85.1
19K404,2009,80.3
19K409,2013,98.4
19K409,2012,96.6
19K409,2011,95.5
19K409,2010,96.4
19K409,2009,93.4
19K502,2013,75.5
19K502,2012,81.8
19K502,2011,75.8
19K502,2010,79.8
19K502,2009,71.7
19K504,2013,67.1
19K504,2012,68.4
19K504,2011,73.1
19K504,2010,62.4
19K504,2009,70.2
19K507,2013,69.2
19K507,2012,84.1
19K507,2011,81.1
19K507,2010,78.9
19K507,2009,71.6
19K510,2013,73.4
19K510,2012,78.6
19K510,2011,81.9
19K510,2010,72.7
19K510,2009,76
19K583,2013,68
19K583,2012,72.7
19K583,2011,55.1
19K583,2010,59.6
19K583,2009,47.6
19K615,2013,78.7
19K615,2012,83.3
19K615,2011,76.5
19K615,2010,78.7
19K615,2009,81
19K618,2013,79.1
19K618,2012,87.1
19K618,2011,87.6
19K618,2010,74.7
19K618,2009,71.3
19K639,2013,70.1
19K639,2012,67.9
19K639,2011,62.6
19K639,2010,64.5
19K639,2009,65.9
19K659,2013,73
19K659,2012,81.5
19K659,2011,66.7
19K659,2010,64.3
19K659,2009,65.4
19K660,2013,70.4
19K660,2012,69.9
19K660,2011,69.3
19K660,2010,59.1
19K660,2009,69.2
19K683,2013,83.9
19K683,2012,71.2
19K683,2011,88.6
19K683,2010,88.4
19K683,2009,87
19K764,2013,s
19K764,2012,s
20K445,2013,86.1
20K445,2012,78.8
20K445,2011,81.6
20K445,2010,78.9
20K445,2009,74.3
20K485,2013,91.6
20K485,2012,90.4
20K485,2011,93.5
20K485,2010,92.5
20K485,2009,87.2
20K490,2013,82.2
20K490,2012,83.3
20K490,2011,80.2
20K490,2010,77.7
20K490,2009,76.7
20K505,2013,76.8
20K505,2012,74.7
20K505,2011,77.3
20K505,2010,70.4
20K505,2009,71
20K609,2013,95.3
20K609,2012,95.3
20K609,2011,93.8
20K609,2010,96.9
20K609,2009,s
21K337,2013,72.2
21K337,2012,74.3
21K337,2011,84.1
21K337,2010,69.6
21K337,2009,64.1
21K344,2013,76.6
21K344,2012,87.4
21K344,2011,87.2
21K344,2010,79.8
21K344,2009,84.6
21K348,2013,91.1
21K348,2012,82.5
21K348,2011,82.1
21K348,2010,93
21K348,2009,82.3
21K410,2013,79.7
21K410,2012,77.9
21K410,2011,80.2
21K410,2010,80.6
21K410,2009,76.2
21K468,2013,97.5
21K468,2012,97.5
21K468,2011,94.9
21K468,2010,98.6
21K468,2009,95.7
21K525,2013,88.4
21K525,2012,88.2
21K525,2011,86.8
21K525,2010,88.7
21K525,2009,85.4
21K540,2013,86.8
21K540,2012,82.4
21K540,2011,80.7
21K540,2010,84.3
21K540,2009,82.7
21K559,2013,92.1
21K559,2012,98.6
21K559,2011,94.7
21K559,2010,93.5
21K559,2009,93.3
21K572,2013,88.2
21K572,2012,95.4
21K572,2011,83.6
21K572,2010,86.6
21K572,2009,82
21K620,2013,80.2
21K620,2012,62.8
21K620,2011,72.5
21K620,2010,68.3
21K620,2009,73.9
21K690,2013,89.6
21K690,2012,90.6
21K690,2011,89.9
21K690,2010,87.1
21K690,2009,83.4
21K728,2013,44.6
21K728,2012,40
21K728,2011,39.1
21K728,2010,31.8
21K728,2009,37.3
22K405,2013,93.6
22K405,2012,95.4
22K405,2011,95.3
22K405,2010,94.8
22K405,2009,91.5
22K425,2013,89
22K425,2012,86.4
22K425,2011,87
22K425,2010,82.9
22K425,2009,81.6
22K495,2012,76.6
22K495,2011,66.7
22K495,2010,63.1
22K495,2009,62.3
22K535,2013,98.2
22K535,2012,99.2
22K535,2011,99.2
22K535,2010,99.6
22K535,2009,97.6
22K555,2013,98.6
22K555,2012,99.3
22K555,2011,100
22K555,2010,100
22K555,2009,s
22K611,2013,89.2
22K611,2012,s
22K630,2013,62.3
22K630,2012,57.8
22K630,2011,61.9
22K630,2010,55.6
22K630,2009,51.6
23K493,2013,80
23K493,2012,79.8
23K493,2011,78.7
23K493,2010,76.8
23K493,2009,74.7
23K514,2013,76.6
23K514,2012,72.7
23K514,2011,82.2
23K514,2010,65.5
23K514,2009,72.7
23K643,2013,46.7
23K643,2012,49.4
23K643,2011,44.2
23K643,2010,50
23K643,2009,43.9
23K644,2013,97.2
23K644,2012,97.2
23K644,2011,94.8
23K647,2013,60.5
23K647,2012,58.5
23K647,2011,61.8
23K647,2010,72.5
23K647,2009,58.3
23K697,2013,75
23K697,2012,71.6
23K697,2011,67.9
23K697,2010,72.3
23K697,2009,84.3
24Q236,2013,62.9
24Q236,2012,s
24Q264,2013,96.4
24Q264,2012,95.1
24Q264,2011,96.7
24Q264,2010,95.7
24Q264,2009,95.3
24Q267,2013,88.3
24Q267,2012,87.6
24Q267,2011,88.8
24Q267,2010,80
24Q267,2009,86.9
24Q293,2013,96.6
24Q293,2012,93.7
24Q293,2011,88.4
24Q293,2010,88.2
24Q293,2009,89.5
24Q296,2013,90.8
24Q296,2012,78.6
24Q296,2011,78
24Q296,2010,69.7
24Q296,2009,76.5
24Q299,2013,100
24Q299,2012,100
24Q299,2011,100
24Q299,2010,100
24Q299,2009,98.6
24Q455,2013,75.9
24Q455,2012,75.8
24Q455,2011,68.7
24Q455,2010,71.5
24Q455,2009,67.7
24Q485,2013,71.7
24Q485,2012,72.9
24Q485,2011,70.6
24Q485,2010,68.1
24Q485,2009,70
24Q520,2013,88
24Q520,2012,63
24Q520,2011,82.9
24Q520,2010,85.9
24Q520,2009,76.6
24Q530,2013,86.2
24Q530,2012,66.3
24Q530,2011,88.8
24Q530,2010,88.3
24Q530,2009,80.2
24Q550,2013,93.3
24Q550,2012,92.6
24Q550,2011,93.2
24Q550,2010,93.3
24Q550,2009,91.4
24Q560,2013,97.2
24Q560,2012,95.3
24Q560,2011,95.6
24Q560,2010,91.7
24Q560,2009,92.4
24Q585,2013,99.2
24Q585,2012,99.6
24Q585,2011,97.4
24Q600,2013,88.8
24Q600,2012,88
24Q600,2011,86.1
24Q600,2010,87.9
24Q600,2009,87.5
24Q610,2013,69.8
24Q610,2012,96.4
24Q610,2011,94
24Q610,2010,96.9
24Q610,2009,94.4
24Q744,2013,46.4
24Q744,2012,41.4
24Q744,2011,43.2
24Q744,2010,42.7
24Q744,2009,43.4
25Q240,2013,89.5
25Q241,2013,96.3
25Q252,2013,98.7
25Q252,2012,97.3
25Q252,2011,97
25Q252,2010,97.2
25Q252,2009,97.3
25Q263,2013,72.4
25Q263,2012,78.7
25Q263,2011,76.6
25Q263,2010,78.6
25Q263,2009,84.7
25Q281,2013,97.7
25Q281,2012,98.8
25Q281,2011,97
25Q281,2010,98.8
25Q281,2009,95.7
25Q285,2013,100
25Q285,2012,97.1
25Q285,2011,98.9
25Q285,2010,100
25Q285,2009,93.7
25Q425,2013,80.9
25Q425,2012,79.7
25Q425,2011,80
25Q425,2010,77.3
25Q425,2009,75.2
25Q460,2013,69.4
25Q460,2012,71.5
25Q460,2011,69.7
25Q460,2010,70.9
25Q460,2009,69.8
25Q525,2013,99.6
25Q525,2012,100
25Q525,2011,100
25Q525,2010,100
25Q525,2009,100
25Q540,2013,36.6
25Q540,2012,38.5
25Q540,2011,35.7
25Q540,2010,42.8
25Q540,2009,51.2
25Q670,2013,87
25Q670,2012,90.4
25Q670,2011,91.1
25Q670,2010,91.2
25Q670,2009,89.7
25Q792,2013,42.3
25Q792,2012,36.5
25Q792,2011,44.7
25Q792,2010,56.6
25Q792,2009,54.3
26Q415,2013,94.2
26Q415,2012,93.6
26Q415,2011,95.1
26Q415,2010,90.9
26Q415,2009,91.6
26Q430,2013,92.6
26Q430,2012,91.2
26Q430,2011,91.7
26Q430,2010,90.3
26Q430,2009,89.4
26Q435,2013,75.7
26Q435,2012,78.1
26Q435,2011,69.5
26Q435,2010,66.7
26Q435,2009,63.2
26Q495,2013,98.8
26Q495,2012,98.1
26Q495,2011,95
26Q495,2010,94.8
26Q495,2009,95.3
26Q566,2013,97
26Q566,2012,94.7
26Q566,2011,92.5
26Q566,2010,92.8
26Q566,2009,93.5
27Q260,2013,58.9
27Q260,2012,76.7
27Q260,2011,59.7
27Q260,2010,73
27Q260,2009,64.3
27Q261,2013,66.7
27Q261,2012,66.7
27Q261,2011,55
27Q261,2010,53.2
27Q261,2009,43.3
27Q262,2013,96.4
27Q262,2012,96.7
27Q262,2011,91.8
27Q262,2010,96.9
27Q262,2009,93.4
27Q302,2013,83.2
27Q302,2012,81
27Q302,2011,68.7
27Q302,2010,81.3
27Q302,2009,66.3
27Q308,2013,97.8
27Q308,2012,94
27Q308,2011,93.9
27Q308,2010,95.9
27Q308,2009,92.5
27Q309,2013,79.3
27Q309,2012,76.7
27Q309,2011,76
27Q309,2010,73.6
27Q309,2009,74.6
27Q314,2013,s
27Q323,2013,100
27Q323,2012,100
27Q323,2011,99.2
27Q323,2010,100
27Q323,2009,100
27Q324,2013,80.3
27Q324,2012,70.7
27Q324,2011,70.5
27Q324,2010,69.2
27Q324,2009,s
27Q334,2013,s
27Q351,2013,72.1
27Q351,2012,70.7
27Q351,2011,64.1
27Q351,2010,s
27Q351,2009,s
27Q400,2013,70
27Q400,2012,56.7
27Q400,2011,51.5
27Q400,2010,57.8
27Q400,2009,60.3
27Q410,2010,66.7
27Q410,2009,49
27Q475,2013,74.5
27Q475,2012,71.7
27Q475,2011,66.7
27Q475,2010,64.5
27Q475,2009,69.3
27Q480,2013,78
27Q480,2012,71.3
27Q480,2011,70.8
27Q480,2010,66.2
27Q480,2009,64.2
27Q650,2013,98.7
27Q650,2012,96.6
27Q650,2011,94.8
27Q650,2010,98.7
27Q650,2009,98.2
28Q167,2013,98
28Q167,2012,100
28Q284,2013,100
28Q284,2012,98.8
28Q284,2011,95.7
28Q284,2010,97.1
28Q284,2009,98.6
28Q310,2013,94
28Q310,2012,83.5
28Q310,2011,87.8
28Q310,2010,92.1
28Q310,2009,86.1
28Q325,2013,88
28Q325,2012,86.2
28Q325,2011,85.7
28Q325,2010,84.4
28Q325,2009,s
28Q328,2013,90.6
28Q328,2012,88.2
28Q328,2011,81.4
28Q328,2010,87.1
28Q328,2009,s
28Q338,2013,31.4
28Q338,2012,31.7
28Q338,2011,20.4
28Q338,2010,24.6
28Q338,2009,22
28Q350,2013,88.1
28Q350,2012,92.7
28Q350,2011,93.8
28Q350,2010,79.2
28Q350,2009,95.2
28Q440,2013,94.1
28Q440,2012,94.3
28Q440,2011,93
28Q440,2010,90.8
28Q440,2009,91.7
28Q470,2010,40.4
28Q470,2009,54.3
28Q505,2013,80
28Q505,2012,81.8
28Q505,2011,83
28Q505,2010,81.8
28Q505,2009,81.2
28Q620,2013,94
28Q620,2012,95.9
28Q620,2011,92.9
28Q620,2010,92.3
28Q620,2009,88.8
28Q680,2013,98.2
28Q680,2012,100
28Q680,2011,98.5
28Q680,2010,100
28Q680,2009,98.4
28Q686,2013,88.8
28Q686,2012,94.5
28Q686,2011,94.1
28Q686,2010,93.2
28Q686,2009,s
28Q687,2013,100
28Q687,2012,99
28Q687,2011,100
28Q687,2010,100
28Q687,2009,100
28Q690,2013,88.1
28Q690,2012,93.2
28Q690,2011,85.7
28Q690,2010,84.3
28Q690,2009,86.8
28Q896,2013,98.8
28Q896,2012,96.9
28Q896,2011,95.7
28Q896,2010,95.2
28Q896,2009,93.8
29Q243,2013,96.2
29Q243,2012,s
29Q243,2010,s
29Q248,2013,83.3
29Q248,2012,83.9
29Q248,2011,87.4
29Q248,2010,79.2
29Q248,2009,75.6
29Q259,2013,82.8
29Q259,2012,82.1
29Q259,2011,83.7
29Q259,2010,93.3
29Q259,2009,88.5
29Q265,2013,85.8
29Q265,2012,89.2
29Q265,2011,87.4
29Q265,2010,90.4
29Q265,2009,87.1
29Q272,2013,86.5
29Q272,2012,95.3
29Q272,2011,85.8
29Q272,2010,91.8
29Q272,2009,91.5
29Q283,2013,96.6
29Q283,2012,91.2
29Q283,2011,88.5
29Q283,2010,87.3
29Q283,2009,83.3
29Q313,2013,s
29Q326,2013,90.8
29Q326,2012,87
29Q326,2011,85
29Q326,2010,89.7
29Q326,2009,s
29Q327,2013,94.3
29Q327,2010,s
29Q492,2013,81.3
29Q492,2012,80.7
29Q492,2011,75.6
29Q492,2010,75.8
29Q492,2009,81.7
29Q494,2012,82.2
29Q494,2011,82.8
29Q494,2010,65.8
29Q494,2009,68.3
29Q496,2012,75
29Q496,2011,74.1
29Q496,2010,62.2
29Q496,2009,54.1
29Q498,2013,77.4
29Q498,2012,91.8
29Q498,2011,88.9
29Q498,2010,89.7
29Q498,2009,82.1
30Q258,2013,97
30Q286,2013,97.5
30Q286,2012,100
30Q286,2011,97.3
30Q286,2010,100
30Q286,2009,97.6
30Q301,2013,99.2
30Q301,2012,99.2
30Q301,2011,98
30Q301,2010,96.8
30Q301,2009,97.8
30Q445,2013,78.1
30Q445,2012,76.5
30Q445,2011,77.5
30Q445,2010,76.2
30Q445,2009,75.1
30Q450,2013,73.6
30Q450,2012,72.5
30Q450,2011,74.7
30Q450,2010,71.9
30Q450,2009,70.1
30Q501,2013,97.4
30Q501,2012,99.4
30Q501,2011,99.4
30Q501,2010,99.4
30Q501,2009,99.1
30Q502,2013,88.3
30Q502,2012,83.3
30Q502,2011,83.6
30Q502,2010,81.9
30Q502,2009,82.7
30Q555,2013,82.5
30Q555,2012,82
30Q555,2011,77.8
30Q555,2010,73.3
30Q555,2009,77.2
30Q575,2013,96
30Q575,2012,94.3
30Q575,2011,95.5
30Q575,2010,94.2
30Q575,2009,97.8
30Q580,2013,100
30Q580,2012,100
30Q580,2011,100
30Q580,2010,100
30Q580,2009,100
31R047,2013,100
31R047,2012,100
31R047,2011,96.7
31R047,2010,97.7
31R047,2009,96.7
31R064,2013,98.1
31R064,2012,93.8
31R064,2011,89.9
31R064,2010,91.2
31R064,2009,88.9
31R080,2013,97.4
31R080,2012,96.3
31R080,2011,87.4
31R080,2010,93.1
31R080,2009,94.6
31R440,2013,83.6
31R440,2012,84.5
31R440,2011,83.2
31R440,2010,82.5
31R440,2009,79.6
31R445,2013,74.4
31R445,2012,68.1
31R445,2011,72.4
31R445,2010,73.1
31R445,2009,68.8
31R450,2013,79.4
31R450,2012,79.4
31R450,2011,81.6
31R450,2010,83.1
31R450,2009,80.9
31R455,2013,91.7
31R455,2012,92.4
31R455,2011,91.5
31R455,2010,91.5
31R455,2009,88.9
31R460,2013,89.8
31R460,2012,89.4
31R460,2011,84.9
31R460,2010,88
31R460,2009,85.2
31R470,2013,57.7
31R470,2012,54.5
31R470,2011,49.1
31R470,2010,50.6
31R470,2009,54.3
31R600,2013,83.6
31R600,2012,79
31R600,2011,76.2
31R600,2010,84
31R600,2009,69.9
31R605,2013,100
31R605,2012,100
31R605,2011,100
31R605,2010,100
31R605,2009,100
32K168,2013,95.3
32K168,2012,85.7
32K168,2011,84.8
32K168,2010,s
32K403,2013,77.2
32K403,2012,77.8
32K403,2011,75.6
32K403,2010,78.5
32K403,2009,81.7
32K545,2013,79.1
32K545,2012,82.7
32K545,2011,70.4
32K545,2010,78
32K545,2009,83.1
32K549,2013,78.3
32K549,2012,76
32K549,2011,75
32K549,2010,77.6
32K549,2009,71.2
32K552,2013,82.4
32K552,2012,83.8
32K552,2011,64.2
32K552,2010,67.1
32K552,2009,58.9
32K554,2013,97.4
32K554,2012,100
32K554,2011,97.4
32K554,2010,96.7
32K554,2009,97.1
32K556,2013,80.8
32K556,2012,83.3
32K556,2011,72.7
32K556,2010,81.2
32K556,2009,76.2
32K564,2013,47.3
32K564,2012,44.4
32K564,2011,38.7
32K564,2010,42.1
32K564,2009,44.1
