DBN,Cohort Year,pct_Grads
02M308,2012,73.1
02M308,2011,68.2
02M308,2010,73.4
02M308,2009,75.3
02M313,2015,42.7
02M313,2014,33.9
02M313,2013,36.8
02M313,2012,30.7
02M313,2011,46.7
02M313,2010,38.3
02M313,2009,35.9
02M316,2015,76.6
02M316,2014,69.8
02M316,2013,75
02M316,2012,68.9
02M316,2011,77.3
02M316,2010,77.6
02M316,2009,74.1
02M374,2015,90.8
02M374,2014,80.5
02M374,2013,81.3
02M374,2012,77.1
02M374,2011,88.5
02M374,2010,74.6
02M374,2009,77.7
02M376,2015,100
02M376,2014,99.1
02M376,2013,98.1
02M376,2012,97.2
02M376,2011,99
02M376,2010,94.9
02M376,2009,93.9
02M392,2015,91.2
02M392,2014,86.5
02M392,2013,85.6
02M392,2012,88.5
02M392,2011,86.9
02M392,2010,82.9
02M392,2009,87.4
02M393,2015,86.8
02M393,2014,80.2
02M393,2013,83.3
02M393,2012,75.3
02M393,2011,72
02M393,2010,68
02M393,2009,71.6
02M394,2015,45.3
02M394,2014,61.6
02M394,2013,47.4
02M394,2012,69.5
02M394,2011,52.5
02M394,2010,47.1
02M394,2009,55.4
02M399,2015,83.3
02M399,2014,83.2
02M399,2013,81
02M399,2012,86.5
02M399,2011,71.4
02M399,2010,58.2
02M399,2009,66.7
02M422,2014,79.7
02M400,2015,79.2
02M400,2014,83.3
02M400,2013,80.7
02M400,2012,81.9
02M400,2011,82.2
02M400,2010,84.1
02M400,2009,83.4
02M407,2015,95.5
02M407,2014,97.1
02M407,2013,86.7
02M407,2012,93.1
02M407,2011,92.9
02M407,2010,90.7
02M407,2009,94.2
02M422,2013,84.6
02M408,2015,98
02M408,2014,93.5
02M408,2013,92.8
02M408,2012,97.3
02M408,2011,97.9
02M408,2010,94.6
02M408,2009,96.4
02M411,2015,100
02M411,2014,99.1
02M411,2013,100
02M411,2012,99.1
02M411,2011,100
02M411,2010,100
02M411,2009,99.1
02M422,2012,75.6
02M412,2015,97.4
02M412,2014,100
02M412,2013,97.4
02M412,2012,97.7
02M412,2011,96.3
02M412,2010,96
02M412,2009,94.6
02M422,2011,s
02M413,2015,95.4
02M413,2014,97
02M413,2013,99
02M413,2012,86.7
02M413,2011,96.6
02M413,2010,91.1
02M413,2009,84.6
02M414,2015,97.9
02M414,2014,98.2
02M414,2013,100
02M414,2012,99.2
02M414,2011,100
02M414,2010,97
02M414,2009,98.4
02M416,2015,100
02M416,2014,100
02M416,2013,99.3
02M416,2012,100
02M416,2011,100
02M416,2010,100
02M416,2009,100
02M418,2015,100
02M418,2014,99.4
02M418,2013,99.3
02M418,2012,99.4
02M418,2011,99.3
02M418,2010,99.3
02M418,2009,99.4
02M419,2015,76.5
02M419,2014,76.1
02M419,2013,65.3
02M419,2012,62.1
02M419,2011,54.3
02M419,2010,65.7
02M419,2009,50
02M420,2015,94.6
02M420,2014,90.8
02M420,2013,94.1
02M420,2012,89.2
02M420,2011,90.2
02M420,2010,90.8
02M420,2009,86.1
02M422,2015,82.7
02M425,2015,88.7
02M425,2014,76.6
02M425,2013,71.9
02M425,2012,71
02M425,2011,63.6
02M425,2010,64.6
02M425,2009,68.8
02M427,2015,64.9
02M427,2014,77.6
02M427,2013,51.5
02M427,2012,60
02M427,2011,52.3
02M427,2010,49
02M427,2009,s
02M429,2011,63.2
02M429,2010,36.4
02M429,2009,38.6
02M432,2015,68.6
02M432,2014,68.7
02M432,2013,79.7
02M432,2012,74.4
02M432,2011,65.8
02M432,2010,67
02M432,2009,27
02M437,2015,79.8
02M437,2014,69.7
02M437,2013,65.3
02M437,2012,83.1
02M437,2011,72.6
02M437,2010,91.8
02M437,2009,s
02M438,2015,68.8
02M438,2014,72.5
02M438,2013,65.1
02M438,2012,72.2
02M438,2011,53.8
02M438,2010,35.9
02M438,2009,s
02M439,2015,99.1
02M439,2014,100
02M439,2013,98.9
02M439,2012,100
02M439,2011,97.5
02M439,2010,99.1
02M439,2009,96.5
02M449,2015,76.8
02M449,2014,79.5
02M449,2013,74.3
02M449,2012,70.3
02M449,2011,73.9
02M449,2010,74.8
02M449,2009,73.7
02M459,2015,62.4
02M459,2014,76.7
02M459,2013,73.6
02M459,2012,79.3
02M459,2011,72.9
02M459,2010,71.2
02M459,2009,56.3
02M460,2011,50.6
02M460,2010,43.5
02M460,2009,43.8
02M475,2015,98.9
02M475,2014,98.7
02M475,2013,98.6
02M475,2012,98.6
02M475,2011,98.8
02M475,2010,98.8
02M475,2009,98.4
02M489,2015,90.1
02M489,2014,88.3
02M489,2013,90.4
02M489,2012,83.7
02M489,2011,73.9
02M489,2010,81.4
02M489,2009,74.7
02M500,2015,88.9
02M500,2014,90.9
02M500,2013,76.7
02M500,2012,85.7
02M500,2011,81
02M500,2010,70.9
02M500,2009,67.5
02M507,2015,95.5
02M507,2014,93
02M507,2013,88.2
02M507,2012,90.8
02M507,2011,88
02M507,2010,s
02M519,2015,95
02M519,2014,98.3
02M519,2013,96.8
02M519,2012,96.9
02M519,2011,96.4
02M519,2010,94.9
02M519,2009,95.9
02M520,2015,74.2
02M520,2014,73.4
02M520,2013,55.1
02M520,2012,53.2
02M520,2011,49
02M520,2010,51.5
02M520,2009,51.2
02M529,2015,64
02M529,2014,63.2
02M529,2013,64.3
02M529,2012,65.2
02M529,2011,64.5
02M529,2010,61
02M529,2009,65.6
02M531,2015,100
02M531,2014,98.5
02M531,2013,94.4
02M531,2012,98.2
02M531,2011,100
02M531,2010,96.1
02M531,2009,95.6
02M533,2015,84
02M533,2014,84.4
02M533,2013,86.8
02M533,2012,92.7
02M533,2011,s
02M533,2010,s
02M534,2015,85.8
02M534,2014,86.4
02M534,2013,87.5
02M534,2012,89.8
02M534,2011,s
02M542,2015,95.3
02M542,2014,96.7
02M542,2013,84.6
02M542,2012,95
02M542,2011,94.3
02M542,2010,84.4
02M542,2009,81.8
02M543,2015,77.6
02M543,2014,84.2
02M543,2013,93
02M543,2012,77.9
02M543,2011,73.7
02M543,2010,82.2
02M543,2009,84.9
02M544,2015,21.3
02M544,2014,12.7
02M544,2013,20.3
02M544,2012,18.9
02M544,2011,12.8
02M544,2010,10.8
02M544,2009,16.7
02M545,2015,100
02M545,2014,99
02M545,2013,100
02M545,2012,99.1
02M545,2011,96.9
02M545,2010,95.5
02M545,2009,97.7
02M546,2015,93.5
02M546,2014,86.7
02M546,2013,85.2
02M546,2012,94.2
02M550,2015,43.3
02M550,2014,38.8
02M550,2013,32.6
02M550,2012,46.1
02M550,2011,42.9
02M550,2010,47.5
02M550,2009,46.1
02M551,2015,84
02M551,2014,85.9
02M551,2013,78.6
02M551,2012,80.8
02M551,2011,77.9
02M551,2010,76.4
02M551,2009,70.8
02M560,2015,37.3
02M560,2014,42.9
02M560,2013,37.1
02M560,2012,42.2
02M560,2011,40
02M560,2010,31.1
02M560,2009,39.8
02M565,2015,59.5
02M565,2014,46.3
02M565,2013,48.8
02M565,2012,44.8
02M565,2011,43.8
02M565,2010,40.4
02M565,2009,36.8
02M570,2015,10.7
02M570,2014,7.1
02M570,2013,14.7
02M570,2012,12.1
02M570,2011,31.2
02M570,2010,28.9
02M570,2009,33.9
02M575,2015,27.1
02M575,2014,28
02M575,2013,13.9
02M575,2012,21.7
02M575,2011,24.9
02M575,2010,36.9
02M575,2009,25.9
02M580,2015,83.5
02M580,2014,75.2
02M580,2013,68.1
02M580,2012,69.4
02M580,2011,63.9
02M580,2010,71.5
02M580,2009,71.7
02M586,2015,36.7
02M586,2014,22.2
02M586,2013,20.7
02M586,2012,20
02M586,2011,32.3
02M586,2010,32.3
02M586,2009,17
02M600,2015,88.5
02M600,2014,95
02M600,2013,93.3
02M600,2012,95.2
02M600,2011,91.1
02M600,2010,91.6
02M600,2009,91.3
02M605,2015,93.9
02M605,2014,89.1
02M605,2013,73.6
02M605,2012,74.5
02M605,2011,78.9
02M605,2010,80.6
02M605,2009,77.8
02M615,2015,84.4
02M615,2014,80.9
02M615,2013,74.7
02M615,2012,83
02M615,2011,87.6
02M615,2010,85.2
02M615,2009,79.6
02M620,2011,s
02M620,2010,57.1
02M620,2009,48.4
02M625,2012,57.9
02M625,2011,46
02M625,2010,53.7
02M625,2009,59.4
02M630,2015,90.4
02M630,2014,88.5
02M630,2013,85
02M630,2012,82.2
02M630,2011,85.3
02M630,2010,80.2
02M630,2009,83.7
02M655,2015,79.4
02M655,2014,74.8
02M655,2013,60.3
02M655,2012,63.6
02M655,2011,81.7
02M655,2010,77.2
02M655,2009,64.6
03M283,2011,49.2
03M283,2010,47.4
03M283,2009,51.5
03M299,2015,77.3
03M299,2014,65.9
03M299,2013,67.9
03M299,2012,65.3
03M299,2011,79.2
03M299,2010,70.5
03M299,2009,75.4
03M307,2015,82.4
03M307,2014,76.4
03M307,2013,77.1
03M307,2012,72.3
03M307,2011,74
03M307,2010,69.9
03M307,2009,60.5
03M479,2012,99.4
03M402,2015,77.1
03M402,2014,78.8
03M402,2013,82.8
03M402,2012,60.2
03M402,2011,67.9
03M402,2010,49.3
03M402,2009,39.8
03M403,2015,78.8
03M403,2014,80.2
03M403,2013,76.2
03M403,2012,82
03M403,2011,76.7
03M403,2010,76.1
03M403,2009,53.9
03M404,2015,15.6
03M404,2014,23.5
03M404,2013,12.6
03M404,2012,21.7
03M404,2011,9.7
03M404,2010,22.6
03M404,2009,16.5
03M415,2015,87.2
03M415,2014,81.8
03M415,2013,76.3
03M415,2012,68.2
03M415,2011,64.6
03M415,2010,50.5
03M415,2009,44
03M417,2015,96.8
03M417,2014,93.6
03M417,2013,96.6
03M417,2012,89.6
03M417,2011,91.2
03M417,2010,94.5
03M479,2015,98.4
03M479,2014,98.1
03M479,2013,100
03M479,2011,99.7
03M479,2010,99
03M479,2009,98.5
03M485,2015,99.2
03M485,2014,98.2
03M485,2013,97.8
03M485,2012,98.2
03M485,2011,97.9
03M485,2010,98.8
03M485,2009,98.2
03M492,2015,76.1
03M492,2014,77.8
03M492,2013,73.4
03M492,2012,81.1
03M492,2011,74.1
03M492,2010,73
03M492,2009,74
03M494,2015,69
03M494,2014,57
03M494,2013,74.8
03M494,2012,66.7
03M494,2011,63.6
03M494,2010,62
03M494,2009,63.4
03M505,2015,16.7
03M505,2014,10.2
03M505,2013,19.5
03M505,2012,17
03M505,2011,22.1
03M505,2010,24.3
03M505,2009,17.9
03M541,2015,99
03M541,2014,96.5
03M541,2013,100
03M541,2012,99
03M541,2011,99.1
03M541,2010,98.3
03M541,2009,90.6
03M859,2015,95.2
03M859,2014,97.8
03M859,2013,98
03M860,2015,76.3
03M860,2014,78.4
03M860,2013,73.7
03M860,2012,63.8
03M860,2011,63.8
03M860,2010,72.9
03M860,2009,64.5
04M372,2015,75.5
04M372,2014,65.5
04M372,2013,72.5
04M372,2012,70
04M372,2011,s
04M372,2010,s
04M409,2015,s
04M409,2014,82.5
04M409,2013,69.6
04M409,2012,49.3
04M409,2011,44.6
04M409,2010,28.2
04M409,2009,42.6
04M435,2015,96.8
04M435,2014,98.2
04M435,2013,96
04M435,2012,96.1
04M435,2011,95.6
04M435,2010,93.6
04M435,2009,90.1
04M495,2015,96.3
04M495,2014,98.9
04M495,2013,96.4
04M495,2012,93.5
04M495,2011,96.9
04M495,2010,92.7
04M495,2009,77.8
04M555,2015,100
04M555,2014,96.9
04M555,2013,97.3
04M555,2012,94.2
04M555,2011,97.9
04M555,2010,98.5
04M555,2009,93.1
04M610,2015,98.6
04M610,2014,100
04M610,2013,100
04M610,2012,100
04M610,2011,98.6
04M610,2010,100
04M610,2009,100
04M635,2010,82.4
04M635,2009,48.1
04M680,2015,90.1
04M680,2014,80.4
04M680,2013,72.7
04M680,2012,72.6
04M680,2011,60.5
04M680,2010,67.1
04M680,2009,60.6
05M148,2015,s
05M157,2015,70.8
05M157,2014,58.4
05M157,2013,75
05M157,2012,s
05M157,2010,s
05M285,2015,14.4
05M285,2014,13.8
05M285,2013,7.4
05M285,2012,18.1
05M285,2011,31.3
05M285,2010,40.7
05M285,2009,25.7
05M304,2015,65.3
05M304,2014,65.9
05M304,2013,68.1
05M304,2012,71.6
05M304,2011,69.6
05M304,2010,67.3
05M304,2009,68.7
05M362,2015,96
05M362,2014,98.9
05M362,2013,100
05M362,2012,97.6
05M362,2011,98.8
05M362,2010,98.9
05M367,2015,s
05M367,2014,33.3
05M367,2013,42.1
05M367,2012,39.3
05M367,2011,60.4
05M367,2010,46.4
05M367,2009,59.2
05M369,2015,75.3
05M369,2014,72
05M369,2013,74.3
05M369,2012,86.7
05M369,2011,78.4
05M369,2010,78.3
05M369,2009,67.7
05M469,2012,77.4
05M469,2011,38.5
05M469,2010,58.8
05M469,2009,23.3
05M499,2015,82.4
05M499,2014,85.7
05M499,2013,82.4
05M499,2012,74.5
05M499,2011,70
05M499,2010,68.1
05M499,2009,79.3
05M670,2015,81
05M670,2014,80.2
05M670,2013,82.2
05M670,2012,78.2
05M670,2011,81.2
05M670,2010,83.8
05M670,2009,93
05M685,2012,39.4
05M685,2011,36.1
05M685,2010,30.1
05M685,2009,32
05M692,2015,99.1
05M692,2014,98.1
05M692,2013,99.1
05M692,2012,99.3
05M692,2011,97.9
05M692,2010,98.9
05M692,2009,98.9
06M211,2015,71.4
06M211,2014,86
06M293,2015,94.6
06M293,2014,100
06M293,2013,97.5
06M293,2012,98.9
06M293,2011,95.3
06M293,2010,97.4
06M293,2009,87.7
06M346,2015,85.1
06M346,2014,80.9
06M346,2013,79
06M346,2012,78
06M346,2011,64
06M346,2010,62.7
06M346,2009,59.2
06M348,2015,90
06M348,2014,75.8
06M348,2013,77.3
06M348,2012,72.9
06M348,2011,74
06M348,2010,77.7
06M348,2009,66.3
06M423,2015,57.7
06M423,2014,45.8
06M423,2013,36.8
06M423,2012,41.7
06M423,2011,25
06M423,2010,41.8
06M423,2009,48.6
06M462,2015,73.7
06M462,2014,70.9
06M462,2013,54.5
06M462,2012,56.4
06M462,2011,52.6
06M462,2010,55.9
06M462,2009,63.6
06M463,2015,68.5
06M463,2014,62.4
06M463,2013,46.2
06M463,2012,50.7
06M463,2011,55.8
06M463,2010,61.5
06M463,2009,62.1
06M467,2015,54.6
06M467,2014,66.9
06M467,2013,74
06M467,2012,65.2
06M467,2011,64.1
06M467,2010,69.9
06M467,2009,60
06M468,2015,76.8
06M468,2014,75.5
06M468,2013,62.3
06M468,2012,65.2
06M468,2011,70
06M468,2010,59.4
06M468,2009,48.8
06M540,2015,83.5
06M540,2014,78.7
06M540,2013,72.8
06M540,2012,74.6
06M540,2011,82.6
06M540,2010,76
06M540,2009,73.5
06M552,2015,84.5
06M552,2014,81
06M552,2013,68.9
06M552,2012,71.8
06M552,2011,76.3
07X221,2012,93.7
06M552,2010,56.4
06M552,2009,62.3
07X221,2015,94.4
07X221,2014,94.6
07X221,2013,96.2
07X221,2011,92.3
07X221,2010,88.1
07X221,2009,85.9
07X223,2015,88.2
07X223,2014,91.5
07X223,2013,92.2
07X223,2012,s
07X259,2015,76.1
07X259,2014,71
07X259,2013,71.6
07X259,2012,s
07X334,2015,83.5
07X334,2014,82.4
07X334,2013,63
07X334,2012,65.9
07X334,2011,57.1
07X334,2010,39.4
07X334,2009,31
07X379,2015,5.3
07X379,2014,7.1
07X379,2013,13.3
07X379,2012,20.8
07X379,2011,25.6
07X379,2010,24
07X379,2009,18.4
07X381,2015,26.9
07X381,2014,6.1
07X381,2013,10.1
07X381,2012,14.5
07X381,2011,15.4
07X381,2010,20.3
07X381,2009,7.9
07X427,2015,70.8
07X427,2014,66.2
07X427,2013,58.3
07X427,2012,72.5
07X427,2011,54.8
07X427,2010,63.6
07X427,2009,69.4
07X473,2015,50
07X473,2014,47.9
07X473,2013,52.6
07X473,2012,58.8
07X473,2011,45.5
07X473,2010,55.9
07X473,2009,51
07X495,2015,98.1
07X495,2014,100
07X495,2013,98.3
07X495,2012,99.2
07X495,2011,97.4
07X495,2010,94.8
07X495,2009,84.6
07X500,2015,88.2
07X500,2014,88.6
07X500,2013,83.7
07X500,2012,85.5
07X500,2011,81.6
07X500,2010,88.1
07X500,2009,74
07X520,2014,s
07X520,2013,s
07X520,2012,55.9
07X520,2011,43.2
07X520,2010,44.9
07X520,2009,47.3
07X522,2015,67.3
07X522,2014,54.2
07X522,2013,55.2
07X522,2012,62.3
07X522,2011,55.1
07X522,2010,s
07X522,2009,s
07X527,2015,77.4
07X527,2014,71.1
07X527,2013,73.4
07X527,2012,81.3
07X527,2011,61.2
07X527,2010,65.4
07X527,2009,61.9
07X547,2015,0
07X547,2014,52.3
07X547,2013,50.6
07X547,2012,52.7
07X547,2011,59.3
07X547,2010,56.2
07X547,2009,53.5
07X548,2015,62.4
07X548,2014,57.8
07X548,2013,73.1
07X548,2012,71
07X548,2011,78.8
07X548,2010,75.8
07X548,2009,68
07X551,2015,87.5
07X551,2014,83.3
07X551,2013,84.9
07X551,2012,53.3
07X551,2011,64.6
07X551,2010,66.3
07X551,2009,86.8
07X557,2015,25.8
07X557,2014,24.8
07X557,2013,16.7
07X557,2012,23.9
07X557,2011,17.5
07X557,2010,10.5
07X557,2009,4.8
07X600,2015,89.2
07X600,2014,75.6
07X600,2013,79.7
07X600,2012,70.8
07X600,2011,74.1
07X600,2010,63.9
07X600,2009,51
07X655,2011,46.8
07X655,2010,36.9
07X655,2009,29.9
07X670,2015,61.3
07X670,2014,60.4
07X670,2013,49.3
07X670,2012,62.8
07X670,2011,60.9
07X670,2010,56.7
07X670,2009,68.6
08X269,2015,74.2
08X269,2014,74.3
08X269,2013,64
08X269,2012,61.6
08X269,2011,71.2
08X269,2010,67.2
08X269,2009,68.9
08X282,2015,65.6
08X282,2014,60
08X282,2013,71.6
08X282,2012,60.4
08X282,2011,60.2
08X282,2010,71.2
08X282,2009,65.9
08X293,2015,84.9
08X293,2014,74.3
08X293,2013,70
08X293,2012,74.1
08X293,2011,76
08X293,2010,74.1
08X293,2009,79.8
08X295,2011,48.7
08X295,2010,40.6
08X295,2009,38.5
08X305,2015,s
08X305,2014,25
08X305,2013,58.1
08X305,2012,63.4
08X305,2011,60.2
08X305,2010,70.2
08X305,2009,58.9
08X312,2015,74.8
08X312,2014,78.1
08X312,2013,72.7
08X312,2012,68.1
08X312,2011,61.2
08X312,2010,68.8
08X312,2009,66.1
08X320,2015,70.4
08X320,2014,65.7
08X320,2013,69.9
08X320,2012,s
08X332,2015,s
08X332,2014,74.2
08X332,2013,54.8
08X332,2012,60
08X332,2011,62.2
08X332,2010,48.5
08X332,2009,50.6
08X348,2015,68.4
08X348,2014,81.8
08X348,2013,66.7
08X348,2012,s
08X349,2015,79.2
08X349,2014,83.8
08X349,2013,73.6
08X349,2012,s
08X367,2015,64.9
08X367,2014,65.4
08X367,2013,63.2
08X367,2012,57.9
08X367,2011,58.1
08X367,2010,54.9
08X367,2009,s
08X376,2015,67.2
08X376,2014,50.9
08X376,2013,61.8
08X376,2012,58
08X376,2011,61.8
08X376,2010,62.7
08X376,2009,s
08X377,2015,12.7
08X377,2014,13.6
08X377,2013,19.5
08X377,2012,12.5
08X377,2011,21.3
08X377,2010,15.6
08X377,2009,9.7
08X405,2015,68.1
08X405,2014,57.4
08X405,2013,59.3
08X405,2012,52.3
08X405,2011,40.8
08X405,2010,53.3
08X405,2009,53.4
08X432,2015,77.4
08X432,2014,70.6
08X432,2013,58.9
08X432,2012,50
08X432,2011,55.8
08X432,2010,66.2
08X452,2015,59.2
08X452,2014,64.8
08X452,2013,68.3
08X452,2012,67.1
08X452,2011,59
08X452,2010,58.3
08X452,2009,52.3
08X519,2015,0
08X519,2014,29.5
08X519,2013,38.8
08X519,2012,49.4
08X519,2011,46.8
08X519,2010,42.9
08X519,2009,43.4
08X530,2015,69.7
08X530,2014,63.8
08X530,2013,50
08X530,2012,45.7
08X530,2011,42.5
08X530,2010,40.6
08X530,2009,42.3
08X537,2015,17.9
08X537,2014,16.4
08X537,2013,10
08X537,2012,12.2
08X537,2011,3.6
08X537,2010,13.2
08X537,2009,4.8
08X540,2010,42.1
08X540,2009,32.3
08X558,2015,73.5
08X558,2014,75.9
08X558,2013,74.7
08X558,2012,76.5
08X559,2015,39
08X559,2014,41.5
08X559,2013,54.8
08X559,2012,71.6
08X559,2011,s
08X559,2010,s
08X560,2010,s
08X560,2009,16.7
08X561,2015,79.4
08X561,2014,63.8
08X561,2013,48.6
08X561,2012,68.4
08X561,2011,s
08X561,2010,s
08X650,2011,55.2
08X650,2010,41.7
08X650,2009,40.1
09X227,2015,84.2
09X227,2014,85.6
09X227,2013,68.8
09X227,2012,55.2
09X227,2011,56
09X227,2010,56.1
09X227,2009,53.7
09X231,2015,71.2
09X231,2014,72
09X231,2013,74
09X231,2012,80
09X231,2011,70.5
09X231,2010,70.5
09X231,2009,67.5
09X239,2010,90
09X239,2009,25
09X241,2015,70.7
09X241,2014,85.1
09X241,2013,86.3
09X241,2012,85.5
09X241,2011,86.7
09X241,2010,76.5
09X241,2009,88.5
09X250,2015,80
09X250,2014,81.6
09X250,2013,88.6
09X250,2012,80.9
09X250,2011,85.6
09X250,2010,84.9
09X250,2009,80.6
09X252,2015,81.4
09X252,2014,81.4
09X252,2013,80.6
09X252,2012,76.1
09X252,2011,81.1
09X252,2010,69
09X252,2009,85.1
09X260,2015,91.7
09X260,2014,91.2
09X260,2013,92.9
09X260,2012,90.7
09X260,2011,90.1
09X260,2010,88.1
09X260,2009,92.2
09X263,2015,70.8
09X263,2014,63.7
09X263,2013,63.9
09X263,2012,72.2
09X263,2011,62.9
09X263,2010,58.6
09X263,2009,64.6
09X276,2015,s
09X276,2014,s
09X276,2013,36.2
09X276,2012,52.2
09X276,2011,28.6
09X276,2010,42
09X276,2009,52.1
09X297,2015,79.1
09X297,2014,73.3
09X297,2013,74.7
09X297,2012,68
09X297,2011,66.4
09X297,2010,60.4
09X297,2009,61.5
09X324,2015,100
09X324,2014,86.9
09X324,2013,81
09X324,2012,92.6
09X324,2011,96.7
09X324,2010,88.1
09X324,2009,92.3
09X327,2015,88.3
09X327,2014,86.5
09X327,2013,83.9
09X327,2012,84.7
09X327,2011,s
09X329,2015,70.3
09X329,2014,53.9
09X329,2013,67.9
09X329,2012,56.5
09X329,2011,62.1
09X329,2010,46
09X329,2009,33.3
09X350,2015,9.7
09X350,2014,15
09X350,2013,s
09X350,2012,s
09X365,2015,98.6
09X365,2014,96
09X365,2013,96.1
09X365,2012,93.2
09X365,2011,94.3
09X365,2010,90.9
09X365,2009,86
09X403,2015,74
09X403,2014,62.9
09X403,2013,80.2
09X403,2012,72.3
09X403,2011,72.2
09X403,2010,68.2
09X403,2009,49.4
09X404,2015,61.7
09X404,2014,66.3
09X404,2013,57.9
09X404,2012,56.8
09X404,2011,61.9
09X404,2010,55.4
09X404,2009,62.4
09X412,2015,67.2
09X412,2014,62.1
09X412,2013,68.5
09X412,2012,51.6
09X412,2011,40
09X412,2010,45.3
09X412,2009,43
09X413,2015,85.1
09X413,2014,76.5
09X413,2013,90.9
09X413,2012,94.9
09X413,2011,86
09X413,2010,83.1
09X413,2009,87.7
09X414,2012,39.5
09X414,2011,41.2
09X414,2010,18.4
09X414,2009,26.6
09X505,2015,82.8
09X505,2014,86.4
09X505,2013,84
09X505,2012,82.6
09X505,2011,77
09X505,2010,78
09X505,2009,85.6
09X517,2015,72.6
09X517,2014,61.6
09X517,2013,74
09X517,2012,65.6
09X517,2011,67.3
09X517,2010,72.9
09X517,2009,68.7
09X525,2015,62.9
09X525,2014,62.9
09X525,2013,55.2
09X525,2012,60.3
09X525,2011,56.8
09X525,2010,59.5
09X525,2009,57.3
09X543,2015,63.3
09X543,2014,69.4
09X543,2013,67.1
09X543,2012,66.7
09X543,2011,68.5
09X543,2010,63.2
09X543,2009,49.1
09X564,2015,81.9
09X564,2014,65.9
09X564,2013,62.1
09X564,2012,70.1
09X564,2010,s
09X568,2015,95.3
10X141,2015,91.9
10X141,2014,88.5
10X141,2013,92.4
10X141,2012,87.2
10X141,2011,80.9
10X141,2010,82.6
10X141,2009,78.4
10X213,2015,73.2
10X213,2014,70.2
10X213,2013,77.5
10X213,2012,76.7
10X213,2011,71.7
10X213,2010,59.4
10X213,2009,73.6
10X225,2015,84.1
10X225,2014,75
10X225,2013,74.3
10X225,2012,79.5
10X225,2011,76.6
10X225,2010,75.8
10X225,2009,82.9
10X237,2015,70.6
10X237,2014,64.8
10X237,2013,57.5
10X237,2012,74
10X237,2011,70.3
10X237,2010,68.6
10X237,2009,66.9
10X243,2015,80
10X243,2014,84.4
10X243,2013,87.3
10X243,2012,86.8
10X243,2011,83.8
10X243,2010,65.7
10X243,2009,74.4
10X264,2015,70
10X264,2014,66
10X264,2013,79.2
10X268,2015,62.9
10X268,2014,51.7
10X268,2013,57
10X268,2012,45.6
10X268,2011,65.8
10X268,2010,54
10X268,2009,48.1
10X284,2015,79
10X284,2014,78.6
